"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 00:00","2021","01","01","00:00","-2.8","","-7.0","","73","","","","26","","3","","","","102.01","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 01:00","2021","01","01","01:00","-2.6","","-6.5","","75","","","","28","","6","","","","102.05","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 02:00","2021","01","01","02:00","-3.9","","-7.1","","78","","","","20","","1","","","","102.08","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 03:00","2021","01","01","03:00","-6.5","","-7.9","","89","","","","","","0","","","","102.15","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 04:00","2021","01","01","04:00","-4.9","","-6.0","","92","","","","6","","4","","","","102.12","","","","-7","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 05:00","2021","01","01","05:00","-4.1","","-6.0","","87","","","","18","","5","","","","102.10","","","","-6","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 06:00","2021","01","01","06:00","-3.8","","-5.5","","88","","","","16","","3","","","","102.16","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 07:00","2021","01","01","07:00","-3.6","","-5.2","","89","","","","14","","1","","","","102.23","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 08:00","2021","01","01","08:00","-3.4","","-4.9","","89","","","","8","","5","","","","102.21","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 09:00","2021","01","01","09:00","-2.7","","-4.9","","84","","","","8","","3","","","","102.22","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 10:00","2021","01","01","10:00","-1.6","","-5.0","","78","","","","17","","6","","","","102.25","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 11:00","2021","01","01","11:00","-0.7","","-5.8","","68","","","","14","","9","","","","102.13","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 12:00","2021","01","01","12:00","-0.5","","-6.0","","66","","","","13","","12","","","","101.99","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 13:00","2021","01","01","13:00","-0.2","","-5.6","","67","","","","14","","11","","","","101.94","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 14:00","2021","01","01","14:00","0.0","","-5.9","","64","","","","11","","10","","","","101.86","","","","-3","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 15:00","2021","01","01","15:00","-0.1","","-5.8","","65","","","","11","","10","","","","101.79","","","","-3","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 16:00","2021","01","01","16:00","-0.8","","-6.0","","68","","","","11","","14","","","","101.62","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 17:00","2021","01","01","17:00","-1.2","","-5.9","","70","","","","11","","11","","","","101.57","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 18:00","2021","01","01","18:00","-1.7","","-5.5","","75","","","","9","","9","","","","101.50","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 19:00","2021","01","01","19:00","-1.8","","-5.2","","77","","","","8","","10","","","","101.39","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 20:00","2021","01","01","20:00","-1.7","","-5.8","","73","","","","10","","13","","","","101.16","","","","-6","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 21:00","2021","01","01","21:00","-1.7","","-6.9","","68","","","","9","","16","","","","101.08","","","","-7","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 22:00","2021","01","01","22:00","-1.9","","-7.2","","67","","","","9","","19","","","","100.94","","","","-7","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-01 23:00","2021","01","01","23:00","-2.4","","-6.9","","71","","","","9","","18","","","","100.83","","","","-8","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-02 00:00","2021","01","02","00:00","-3.7","","-4.9","","92","","","","8","","17","","","","100.71","","","","-9","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2021-01-02 01:00","2021","01","02","01:00","-3.8","","-4.9","","92","","","","7","","22","","","","100.44","","","","-10","","NA"
