"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 00:00","2018","02","01","00:00","-7.7","","-8.7","","93","","0.0","","15","","3","","","","99.67","","","","-9","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 01:00","2018","02","01","01:00","-7.4","","-8.4","","93","","0.0","","","","0","","","","99.66","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 02:00","2018","02","01","02:00","-7.4","","-8.2","","94","","0.0","","","","0","","","","99.67","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 03:00","2018","02","01","03:00","-6.8","","-7.9","","92","","0.0","","7","","3","","","","99.66","","","","-8","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 04:00","2018","02","01","04:00","-6.2","","-7.0","","94","","0.0","","16","","3","","","","99.63","","","","-8","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 05:00","2018","02","01","05:00","-4.9","","-6.4","","89","","0.0","","","","0","","","","99.63","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 06:00","2018","02","01","06:00","-5.1","","-6.0","","93","","0.0","","","","0","","","","99.59","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 07:00","2018","02","01","07:00","-1.2","","-4.8","","76","","0.0","","18","","8","","","","99.61","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 08:00","2018","02","01","08:00","-0.3","","-5.2","","69","","0.0","","19","","8","","","","99.61","","","","-3","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 09:00","2018","02","01","09:00","0.3","","-5.4","","65","","0.0","","18","","11","","","","99.56","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 10:00","2018","02","01","10:00","1.1","","-4.7","","66","","0.2","","18","","11","","","","99.54","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 11:00","2018","02","01","11:00","2.2","","-3.8","","64","","0.2","","18","","15","","","","99.47","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 12:00","2018","02","01","12:00","3.6","","-2.5","","64","","0.0","","18","","17","","","","99.36","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 13:00","2018","02","01","13:00","4.7","","-2.1","","61","","0.0","","21","","19","","","","99.32","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 14:00","2018","02","01","14:00","5.2","","-2.0","","60","","0.0","","21","","16","","","","99.25","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 15:00","2018","02","01","15:00","5.3","","-1.7","","61","","0.0","","21","","14","","","","99.27","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 16:00","2018","02","01","16:00","4.6","","-1.5","","65","","0.0","","21","","13","","","","99.30","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 17:00","2018","02","01","17:00","4.3","","-1.1","","68","","0.0","","20","","18","","","","99.31","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 18:00","2018","02","01","18:00","-0.6","","-0.8","","99","","0.0","","27","","19","","","","99.56","","","","-6","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 19:00","2018","02","01","19:00","-1.3","","-1.6","","98","","0.0","","28","","9","","","","99.67","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 20:00","2018","02","01","20:00","-2.3","","-3.9","","89","","0.0","","28","","14","","","","99.72","","","","-7","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 21:00","2018","02","01","21:00","-4.9","","-5.8","","94","","0.0","","32","","21","","","","99.90","","","","-12","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 22:00","2018","02","01","22:00","-5.9","","-7.9","","86","","0.0","","30","","9","","","","100.08","","","","-10","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-01 23:00","2018","02","01","23:00","-8.0","","-11.8","","74","","0.0","","32","","15","","","","100.20","","","","-14","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 00:00","2018","02","02","00:00","-9.5","","-13.3","","73","","0.0","","31","","19","","","","100.31","","","","-17","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 01:00","2018","02","02","01:00","-10.6","","-14.5","","73","","0.0","","31","","13","","","","100.36","","","","-17","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 02:00","2018","02","02","02:00","-11.5","","-15.5","","72","","0.0","","31","","13","","","","100.45","","","","-18","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 03:00","2018","02","02","03:00","-12.8","","-17.1","","70","","0.0","","30","","13","","","","100.56","","","","-20","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 04:00","2018","02","02","04:00","-14.2","","-17.8","","74","","0.0","","31","","13","","","","100.58","","","","-21","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 05:00","2018","02","02","05:00","-15.9","","-19.2","","75","","0.0","","30","","11","","","","100.69","","","","-23","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 06:00","2018","02","02","06:00","-16.8","","-20.2","","75","","0.0","","30","","7","","","","100.76","","","","-22","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 07:00","2018","02","02","07:00","-18.3","","-21.2","","78","","0.0","","29","","6","","","","100.81","","","","-23","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 08:00","2018","02","02","08:00","-18.6","","-21.7","","77","","0.0","","28","","7","","","","100.90","","","","-24","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 09:00","2018","02","02","09:00","-18.2","","-22.3","","70","","0.0","","30","","12","","","","100.94","","","","-26","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 10:00","2018","02","02","10:00","-17.6","","-22.5","","65","","0.0","","28","","14","","","","100.99","","","","-26","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 11:00","2018","02","02","11:00","-17.2","","-22.6","","63","","0.0","","26","","15","","","","101.00","","","","-26","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 12:00","2018","02","02","12:00","-16.8","","-23.0","","59","","0.0","","28","","17","","","","100.99","","","","-26","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2018-02-02 13:00","2018","02","02","13:00","-15.6","","-22.5","","56","","0.0","","27","","17","","","","100.97","","","","-24","","NA"
