"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-02 17:00","2020","01","02","17:00","3.1","","-0.8","","76","","0.0","","18","","7","","","","99.30","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-02 18:00","2020","01","02","18:00","3.3","","-0.7","","75","","0.0","","18","","8","","","","99.29","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-02 19:00","2020","01","02","19:00","3.7","","-0.5","","74","","0.0","","19","","8","","","","99.24","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-02 20:00","2020","01","02","20:00","4.7","","-0.9","","67","","0.0","","21","","9","","","","99.28","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-02 21:00","2020","01","02","21:00","4.6","","-0.9","","67","","0.0","","20","","9","","","","99.32","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-02 22:00","2020","01","02","22:00","4.9","","-0.9","","66","","0.0","","21","","10","","","","99.28","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-02 23:00","2020","01","02","23:00","5.1","","-0.8","","66","","0.0","","22","","11","","","","99.27","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 00:00","2020","01","03","00:00","5.2","","-0.7","","66","","0.0","","21","","9","","","","99.27","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 01:00","2020","01","03","01:00","4.8","","-0.5","","69","","0.0","","21","","8","","","","99.26","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 02:00","2020","01","03","02:00","4.6","","0.0","","72","","0.0","","20","","9","","","","99.30","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 03:00","2020","01","03","03:00","4.9","","0.5","","73","","0.0","","21","","10","","","","99.37","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 04:00","2020","01","03","04:00","4.9","","0.8","","75","","0.0","","22","","11","","","","99.36","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 05:00","2020","01","03","05:00","4.8","","1.1","","77","","0.0","","22","","10","","","","99.38","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 06:00","2020","01","03","06:00","4.4","","1.3","","80","","0.0","","20","","7","","","","99.36","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 07:00","2020","01","03","07:00","4.4","","1.6","","82","","0.0","","21","","7","","","","99.35","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 08:00","2020","01","03","08:00","4.2","","1.7","","84","","0.0","","21","","9","","","","99.39","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 09:00","2020","01","03","09:00","4.6","","2.0","","83","","0.0","","25","","10","","","","99.50","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 10:00","2020","01","03","10:00","4.7","","2.1","","83","","0.0","","24","","10","","","","99.51","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 11:00","2020","01","03","11:00","4.9","","2.1","","82","","0.0","","23","","7","","","","99.51","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 12:00","2020","01","03","12:00","5.0","","2.1","","82","","0.0","","24","","9","","","","99.44","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 13:00","2020","01","03","13:00","5.1","","2.2","","82","","0.0","","23","","8","","","","99.42","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 14:00","2020","01","03","14:00","5.5","","2.2","","79","","0.0","","23","","10","","","","99.42","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 15:00","2020","01","03","15:00","5.4","","1.9","","79","","0.0","","25","","9","","","","99.46","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 16:00","2020","01","03","16:00","5.0","","2.2","","82","","0.0","","24","","9","","","","99.49","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 17:00","2020","01","03","17:00","4.8","","2.1","","82","","0.0","","25","","9","","","","99.55","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 18:00","2020","01","03","18:00","4.7","","2.2","","84","","0.0","","23","","7","","","","99.63","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 19:00","2020","01","03","19:00","4.7","","2.3","","84","","0.0","","25","","9","","","","99.68","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 20:00","2020","01","03","20:00","4.2","","1.9","","85","","0.0","","26","","11","","","","99.78","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 21:00","2020","01","03","21:00","3.3","","0.9","","84","","0.0","","29","","7","","","","99.83","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 22:00","2020","01","03","22:00","2.6","","0.5","","86","","0.0","","27","","5","","","","99.87","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-03 23:00","2020","01","03","23:00","2.3","","-0.5","","82","","0.0","","31","","7","","","","99.86","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 00:00","2020","01","04","00:00","1.7","","-0.7","","85","","0.0","","","","0","","","","99.82","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 01:00","2020","01","04","01:00","1.1","","-0.8","","87","","0.0","","31","","6","","","","99.80","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 02:00","2020","01","04","02:00","1.1","","-1.2","","85","","0.0","","29","","5","","","","99.87","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 03:00","2020","01","04","03:00","0.1","","-1.3","","90","","","","","","0","","","","99.83","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 04:00","2020","01","04","04:00","0.1","","-1.1","","92","","","","","","0","","","","99.83","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 05:00","2020","01","04","05:00","-0.2","","-1.2","","93","","","","","","0","","","","99.77","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 06:00","2020","01","04","06:00","-0.5","","-1.2","","95","","","","18","","3","","","","99.75","","","","-1","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 07:00","2020","01","04","07:00","-0.3","","-0.9","","95","","","","","","0","","","","99.70","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 08:00","2020","01","04","08:00","0.0","","-1.3","","91","","","","34","","4","","","","99.71","","","","-1","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 09:00","2020","01","04","09:00","0.1","","-0.9","","93","","","","","","0","","","","99.75","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 10:00","2020","01","04","10:00","0.9","","-1.8","","82","","0.0","","36","","6","","","","99.69","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 11:00","2020","01","04","11:00","0.3","","-1.2","","89","","","","36","","9","","","","99.65","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 12:00","2020","01","04","12:00","-0.2","","-0.5","","98","","","","3","","7","","","","99.56","","","","-3","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 13:00","2020","01","04","13:00","-0.2","","-0.6","","97","","","","35","","7","","","","99.45","","","","-3","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 14:00","2020","01","04","14:00","-0.1","","-0.5","","97","","","","36","","7","","","","99.43","","","","-3","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 15:00","2020","01","04","15:00","0.1","","-0.2","","98","","","","34","","5","","","","99.44","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 16:00","2020","01","04","16:00","-0.4","","-0.9","","97","","","","4","","7","","","","99.43","","","","-3","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 17:00","2020","01","04","17:00","-0.8","","-1.0","","98","","","","","","0","","","","99.45","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 18:00","2020","01","04","18:00","-0.9","","-1.0","","100","","","","33","","3","","","","99.48","","","","-2","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 19:00","2020","01","04","19:00","-1.1","","-1.1","","100","","","","31","","3","","","","99.50","","","","-2","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 20:00","2020","01","04","20:00","-1.0","","-1.0","","100","","","","","","0","","","","99.51","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 21:00","2020","01","04","21:00","-0.9","","-0.9","","100","","","","32","","4","","","","99.51","","","","-2","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 22:00","2020","01","04","22:00","-1.1","","-1.3","","99","","","","31","","7","","","","99.50","","","","-4","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-04 23:00","2020","01","04","23:00","-1.2","","-1.3","","99","","","","31","","4","","","","99.51","","","","-3","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 00:00","2020","01","05","00:00","-2.2","","-2.8","","95","","","","29","","7","","","","99.50","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 01:00","2020","01","05","01:00","-2.3","","-2.9","","96","","","","29","","7","","","","99.48","","","","-5","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 02:00","2020","01","05","02:00","-2.8","","-4.0","","91","","","","29","","11","","","","99.51","","","","-7","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 03:00","2020","01","05","03:00","-3.5","","-5.4","","87","","","","30","","13","","","","99.60","","","","-8","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 04:00","2020","01","05","04:00","-4.1","","-6.2","","85","","","","30","","12","","","","99.69","","","","-9","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 05:00","2020","01","05","05:00","-4.3","","-6.2","","87","","","","30","","9","","","","99.75","","","","-8","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 06:00","2020","01","05","06:00","-4.5","","-6.8","","84","","","","30","","11","","","","99.80","","","","-9","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 07:00","2020","01","05","07:00","-5.4","","-7.8","","83","","","","28","","12","","","","99.92","","","","-10","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 08:00","2020","01","05","08:00","-6.9","","-9.2","","84","","","","28","","14","","","","100.03","","","","-13","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 09:00","2020","01","05","09:00","-7.0","","-9.9","","80","","","","28","","13","","","","100.11","","","","-13","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 10:00","2020","01","05","10:00","-6.6","","-10.0","","77","","","","29","","12","","","","100.16","","","","-12","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 11:00","2020","01","05","11:00","-6.5","","-10.1","","75","","","","29","","13","","","","100.17","","","","-12","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 12:00","2020","01","05","12:00","-6.0","","-9.9","","74","","","","29","","11","","","","100.22","","","","-11","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 13:00","2020","01","05","13:00","-6.1","","-9.8","","75","","","","29","","15","","","","100.18","","","","-12","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 14:00","2020","01","05","14:00","-6.3","","-10.4","","73","","","","30","","14","","","","100.19","","","","-12","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 15:00","2020","01","05","15:00","-6.5","","-10.5","","73","","","","29","","13","","","","100.26","","","","-12","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 16:00","2020","01","05","16:00","-6.6","","-10.3","","75","","","","29","","11","","","","100.31","","","","-12","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 17:00","2020","01","05","17:00","-6.8","","-10.4","","76","","","","30","","6","","","","100.33","","","","-10","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 18:00","2020","01","05","18:00","-7.1","","-10.2","","79","","","","31","","5","","","","100.35","","","","-10","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 19:00","2020","01","05","19:00","-8.8","","-10.9","","85","","","","","","0","","","","100.36","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 20:00","2020","01","05","20:00","-10.2","","-11.5","","90","","","","","","0","","","","100.33","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 21:00","2020","01","05","21:00","-11.4","","-12.0","","95","","","","","","0","","","","100.30","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 22:00","2020","01","05","22:00","-12.6","","-13.4","","94","","","","","","0","","","","100.31","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-05 23:00","2020","01","05","23:00","-12.8","","-13.5","","94","","","","","","0","","","","100.27","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 00:00","2020","01","06","00:00","-13.2","","-14.1","","93","","","","","","0","","","","100.24","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 01:00","2020","01","06","01:00","-13.0","","-13.8","","93","","","","7","","9","","","","100.14","","","","-18","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 02:00","2020","01","06","02:00","-12.7","","-13.6","","93","","","","8","","4","","","","100.12","","","","-15","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 03:00","2020","01","06","03:00","-11.6","","-12.5","","93","","","","6","","9","","","","100.09","","","","-17","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 04:00","2020","01","06","04:00","-10.3","","-12.1","","86","","","","8","","17","","","","100.04","","","","-18","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 05:00","2020","01","06","05:00","-10.1","","-11.6","","88","","","","7","","17","","","","99.98","","","","-17","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 06:00","2020","01","06","06:00","-9.8","","-11.1","","90","","","","7","","18","","","","99.94","","","","-17","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 07:00","2020","01","06","07:00","-9.6","","-10.8","","91","","","","7","","19","","","","99.92","","","","-17","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 08:00","2020","01","06","08:00","-9.9","","-10.8","","93","","","","7","","22","","","","99.87","","","","-18","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 09:00","2020","01","06","09:00","-9.4","","-10.4","","93","","","","7","","19","","","","99.85","","","","-17","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 10:00","2020","01","06","10:00","-8.9","","-9.8","","93","","","","7","","21","","","","99.79","","","","-17","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 11:00","2020","01","06","11:00","-8.3","","-9.3","","92","","","","8","","21","","","","99.70","","","","-16","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 12:00","2020","01","06","12:00","-7.7","","-8.5","","94","","","","8","","14","","","","99.63","","","","-14","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 13:00","2020","01","06","13:00","-7.3","","-8.2","","94","","","","6","","9","","","","99.64","","","","-12","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 14:00","2020","01","06","14:00","-6.4","","-7.4","","93","","","","","","0","","","","99.66","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 15:00","2020","01","06","15:00","-6.1","","-7.4","","91","","","","","","0","","","","99.73","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 16:00","2020","01","06","16:00","-7.7","","-8.5","","94","","","","30","","5","","","","99.80","","","","-10","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 17:00","2020","01","06","17:00","-7.9","","-8.7","","94","","","","19","","4","","","","99.83","","","","-10","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 18:00","2020","01","06","18:00","-8.1","","-8.8","","95","","","","9","","3","","","","99.87","","","","-10","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 19:00","2020","01","06","19:00","-8.5","","-9.1","","95","","","","10","","3","","","","99.89","","","","-10","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 20:00","2020","01","06","20:00","-7.0","","-7.4","","97","","","","9","","4","","","","99.84","","","","-9","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 21:00","2020","01","06","21:00","-8.0","","-8.4","","97","","","","9","","5","","","","99.79","","","","-11","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 22:00","2020","01","06","22:00","-6.9","","-7.0","","99","","","","","","0","","","","99.78","","","","","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-06 23:00","2020","01","06","23:00","-1.8","","-4.4","","82","","","","25","","16","","","","99.84","","","","-7","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-07 00:00","2020","01","07","00:00","-3.7","","-7.4","","76","","","","26","","17","","","","99.96","","","","-9","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-07 01:00","2020","01","07","01:00","-4.5","","-8.3","","75","","","","26","","11","","","","100.08","","","","-9","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-07 02:00","2020","01","07","02:00","-4.4","","-8.7","","72","","","","25","","8","","","","100.19","","","","-8","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-07 03:00","2020","01","07","03:00","-4.2","","-8.8","","70","","","","27","","10","","","","100.24","","","","-8","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-07 04:00","2020","01","07","04:00","-4.6","","-8.6","","74","","","","26","","6","","","","100.29","","","","-7","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-07 05:00","2020","01","07","05:00","-4.7","","-8.3","","76","","","","26","","6","","","","100.34","","","","-7","","NA"
"-74.96","45.25","MOOSE CREEK WELLS","6105397","2020-01-07 06:00","2020","01","07","06:00","-5.1","","-8.5","","77","","","","27","","7","","","","100.37","","","","-8","","NA"
